"first_name","gender"
"Ralph","male"
"Hugh","male"
"Frank","male"
"Benjamin","male"
"Francis","male"
"J.","NA"
"Saint","male"
"William","male"
"JOHN","male"
"Hans","male"
"Jonas","male"
"Harry","male"
"Melvin","male"
"John","male"
"James","male"
"Joseph","male"
"Parley","NA"
"Andrew","male"
"C.","NA"
"Frank","male"
"Jacob","male"
"Walter","male"
"Ida","female"
"William","male"
"Laura","female"
"Joseph","male"
"Anton","male"
"Murray","male"
"Ole","male"
"John","male"
"Bolton","NA"
"Ernest","male"
"Paul","male"
"Daniel","male"
"Michael","male"
"Lloyd","male"
"William","male"
"MICHAEL","male"
"Annie","female"
"F.","NA"
"Darrell","male"
"Carl","male"
"Ferdinand","male"
"Eugene","male"
"Jay","male"
"H.","NA"
"Teresa","female"
"LORETTA","female"
"Horace","male"
"Theodore","male"
"Hyrum","male"
"North","male"
"Edith","female"
"Julia","female"
"Alice","female"
"Oneida","female"
"Robert","male"
"Elizabeth","female"
"Jane","female"
"Sarah","female"
"Charlotte","female"
"Susan","female"
"Laura","female"
"Josephine","female"
"Nancy","female"
"Mary","female"
"Susannah","female"
"Rodah","NA"
"Stanley","male"
"S.","NA"
"Vicky","female"
"Gail","female"
"Mary","female"
"Mary","female"
"James","male"
"Jane","female"
"JOE","male"
"Andrew","male"
"Henry","male"
"Emily","female"
"David","male"
"William","male"
"Ellen","female"
"Hannah","female"
"Warren","male"
"William","male"
"J.","NA"
"James","male"
"C.","NA"
"Joseph","male"
"Victoria","female"
"George","male"
"W.","NA"
"T.","NA"
"T.","NA"
"William","male"
"Mason","male"
"Believing","NA"
"David","male"
"M.","NA"
"J.","NA"
"O.","NA"
"Elizabeth","female"
"Hila","female"
"Elizabeth","female"
"C.","NA"
"Miles","male"
"Lorenzo","male"
"NEAL","male"
"Charles","male"
"William","male"
"George","male"
"Leonard","male"
"George","male"
"Horace","male"
"Mother","NA"
"Brigham","male"
"Joseph","male"
"Daniel","male"
"Aurelia","female"
"Francis","male"
"N.","NA"
"Thomas","male"
"Samuel","male"
"Jason","male"
"Kristina","female"
"Joseph","male"
"J.","NA"
"Lansford","NA"
"Emigrant","NA"
"Allen","male"
"Walter","male"
"Don","male"
"Richard","male"
"Park","male"
"Evelyn","female"
"William","male"
"Frank","male"
"Dwight","male"
"JANET","female"
"David","male"
"Mount","NA"
"David","male"
"Roberts","NA"
"H.B.","NA"
"H.B.","NA"
"H.B.","NA"
"THOMAS","male"
"William","male"
"Leon","male"
"Hans","male"
"Minard","NA"
"Samuel","male"
"William","male"
"Priddy","NA"
"Thomas","male"
"Simon","male"
"Pansy","NA"
"Robert","male"
"Sarah","female"
"William","male"
"Dode","NA"
"Russell","male"
"Lawrence","male"
"J.","NA"
"Bernard","male"
"James","male"
"Benedict","male"
"John","male"
"Joseph","male"
"Comes","NA"
"Wallace","male"
"Francis","male"
"F.","NA"
"George","male"
"Harold","male"
"Decker","male"
"Felix","male"
"Robert","male"
"Henry","male"
"Isaac","male"
"J.","NA"
"Frank","male"
"Marguerite","female"
"Bernard","male"
"John","male"
"John","male"
"Archbishop","NA"
"John","male"
"Donald","male"
"John","male"
"EDWARD","male"
"LOCAL","NA"
"Leonor","female"
"Patriotico","NA"
"Cinco","NA"
"Guy","male"
"Jorge","male"
"Richard","male"
"Jerald","male"
"PAUL","male"
"Irving","male"
"John","male"
"Frank","male"
"Ben","male"
"George","male"
"Peter","male"
"Frank","male"
"James","male"
"Melvyn","male"
"Herbert","male"
"Charles","male"
"Jack","male"
"A.","NA"
"Ah","NA"
"John","male"
"William","male"
"Patrick","male"
"Charles","male"
"Frank","male"
"J.","NA"
"William","male"
"Thomas","male"
"James","male"
"Moroni","male"
"Warren","male"
"Frank","male"
"P.","NA"
"Samuel","male"
"Elizabeth","female"
"John","male"
"N.","NA"
"P.","NA"
"George","male"
"Lizzie","female"
"Joe","male"
"David","male"
"Jailer","NA"
"William","male"
"Thomas","male"
"Robert","male"
"A.","NA"
"Superintendent","NA"
"G.","NA"
"Pon","NA"
"George","male"
"Joe","male"
"F.","NA"
"Amos","male"
"Joseph","male"
"George","male"
"Henry","male"
"Buckskin","NA"
"T.","NA"
"Charles","male"
"Francis","male"
"Frank","male"
"T.","NA"
"Andrew","male"
"Bruce","male"
"Ida","female"
"Leon","male"
"Walter","male"
"John","male"
"Luella","female"
"Eva","female"
"Fannie","female"
"Frank","male"
"Mary","female"
"Jay","male"
"Ed","male"
"Roy","male"
"Stephen","male"
"Constantine","male"
"James","male"
"A.","NA"
"Mary","female"
"James","male"
"John","male"
"Rosemary","female"
"Ruth","female"
"Dr","NA"
"Sister","NA"
"W.","NA"
"Uncle","NA"
"Y.","NA"
"S.","NA"
"Mrs","NA"
"S","NA"
"W.","NA"
"a","NA"
"Sister","NA"
"Sarah","female"
"Sister","NA"
"Susan","female"
"Bro","NA"
"J.","NA"
"Samuel","male"
"William","male"
"Ruth","female"
"Mr","NA"
"Frances","female"
"C","NA"
"Air","NA"
"Dr","NA"
"Bro","NA"
"Anna","female"
"Lizzie","female"
"B","NA"
"Mrs","NA"
"Mrs","NA"
"R.","NA"
"the","NA"
"Mrs","NA"
"Bo","male"
"Mrs","NA"
"Elisabeth","female"
"Jessie","female"
"Eva","female"
"EMMA","female"
"an","female"
"E.","NA"
"John","male"
"Mary","female"
"R.","NA"
"Zina","female"
"Alice","female"
"Mary","female"
"Ann","female"
"Jane","female"
"Mary","female"
"Mary","female"
"Bishop","male"
"Adelaide","female"
"Lucy","female"
"Mattie","female"
"Gerda","NA"
"J.","NA"
"Roland","male"
"Wesley","male"
"Amos","male"
"Elizabeth","female"
"Will","male"
"Panguitch","NA"
"M.","NA"
"E.","NA"
"William","male"
"William","male"
"N.","NA"
"Margaret","female"
"Maggie","female"
"Eva","female"
"Candace","female"
"Samantha","female"
"Louisa","female"
"William","male"
"Claude","male"
"CLAUDE","male"
"Joseph","male"
"Claude","male"
"Annie","female"
"Edward","male"
"Kathleen","female"
"Religio","NA"
"Thomas","male"
"Joseph","male"
"Henry","male"
"Utah","male"
"nuttalli","NA"
"Roger","male"
"Robert","male"
"Robert","male"
"Joseph","male"
"Bertrand","male"
"Flora","female"
"Storm","male"
"a","NA"
"Alvin","male"
"Edwin","male"
"William","male"
"John","male"
"Orley","NA"
"Daniel","male"
"James","male"
"C.","NA"
"George","male"
"Wallace","male"
"J.","NA"
"James","male"
"C.","NA"
"F.","NA"
"William","male"
"Oliver","male"
"Carlson","male"
"Clara","female"
"Claude","male"
"Ruby","female"
"R.","NA"
"John","male"
"Carl","male"
"PAUL","male"
"Orlando","male"
"George","male"
"John","male"
"Calvin","male"
"Charles","male"
"Franz","male"
"William","male"
"George","male"
"Henry","male"
"Edward","male"
"Robert","male"
"George","male"
"Walter","male"
"John","male"
"John","male"
"Richard","male"
"J.","NA"
"Thomas","male"
"James","male"
"John","male"
"George","male"
"John","male"
"Frederick","male"
"William","male"
"Merthyr","NA"
"William","male"
"Ellen","female"
"R.","NA"
"M.","NA"
"Robert","male"
"Gwesyn","NA"
"D.","NA"
"Evan","male"
"Thomas","male"
"D.","NA"
"Last","NA"
"John","male"
"Evan","male"
"E.","NA"
"Jane","female"
"G.","NA"
"P.","NA"
"Gwilym","NA"
"N.","NA"
"John","male"
"D.","NA"
"H.","NA"
"Griffith","male"
"H.","NA"
"John","male"
"VICTOR","male"
"Janet","female"
"Roxie","female"
"Marion","female"
"Helen","female"
"Avery","female"
"marryingApostle","NA"
"Apostle","NA"
"Hilda","female"
"Charles","male"
"Harriet","female"
"Lenorah","NA"
"Hellen","female"
"Walter","male"
"Ovena","NA"
"William","male"
"Hilda","female"
"Heber","male"
"CONSTANCE","female"
"Sweet","NA"
"Angus","male"
"Martha","female"
"Elizabeth","female"
"James","male"
"Miss","NA"
"William","male"
"Alace","NA"
"O.K.","NA"
"Elizabeth","female"
"Kennelworth","NA"
"Brass","NA"
"Possibly","NA"
"James","male"
"Gwendolyn","female"
"FREDERICK","male"
"Deborah","female"
"Angelina","female"
"Joe","male"
"Joseph","male"
"Thomas","male"
"Jonathan","male"
"F.","NA"
"Ralph","male"
"Hampstead","NA"
"Catherine","female"
"James","male"
"J.","NA"
"Benjamin","male"
"J.","NA"
"D.","NA"
"Joseph","male"
"W.","NA"
"Morris","male"
"LINDA","female"
"Alexander","male"
"Emma","female"
"Joseph","male"
"Lewis","male"
"Charles","male"
"Found","NA"
"Samuel","male"
"Van","male"
"Jo","female"
"Don","male"
"Joseph","male"
"Jacob","male"
"MILLARD","male"
"Gary","male"
"William","male"
"Robert","male"
"Millard","male"
"Roy","male"
"Thurlow","NA"
"William","male"
"John","male"
"Thomas","male"
"Daniel","male"
"Broughton","NA"
"Lemuel","male"
"Leonides","male"
"Lararus","NA"
"George","male"
"Isaac","male"
"Dominicus","NA"
"Bishop","male"
"Abe","male"
"Margaret","female"
"Florence","female"
"William","male"
"Charles","male"
"Orson","male"
"STEPHEN","male"
"ULYSSES","male"
"George","male"
"James","male"
"Thomas","male"
"George","male"
"Noah","male"
"John","male"
"Samuel","male"
"Lorenzo","male"
"Charles","male"
"ELINORE","NA"
"William","male"
"Bill","male"
"J.W.","NA"
"Joseph","male"
"Cyril","male"
"John","male"
"Stansbury","NA"
"Jess","male"
"J.","NA"
"Dan","male"
"de","male"
"Nellie","female"
"M.","NA"
"Principal","NA"
"Ettie","NA"
"Harry","male"
"A.","NA"
"A.","NA"
"Mormon","NA"
"D.","NA"
"J.","NA"
"D.","NA"
"Day","female"
"Professor","NA"
"Anna","female"
"Cad","NA"
"Cretan","NA"
"Saint","male"
"Sarah","female"
"Flora","female"
"Noodle","NA"
"Joe","male"
"Fu","NA"
"Erie","male"
"Sea","NA"
"Russel","male"
"Frank","male"
"Calvin","male"
"P.","NA"
"Slack","NA"
"hill","NA"
"Joseph","male"
"Leslie","female"
"Russel","male"
"Richard","male"
"Ted","male"
"MARY","female"
"Theodore","male"
"George","male"
"Thomas","male"
"Reynold","male"
"Virginia","female"
"Lucia","female"
"Isabella","female"
"Daisy","female"
"Macdowell","NA"
"Theresa","female"
"Clara","female"
"Martha","female"
"Caroline","female"
"Alice","female"
"Callie","female"
"Fanny","female"
"Elizabeth","female"
"Richard","male"
"Robert","male"
"Josiah","male"
"G.","NA"
"Said","male"
"Louis","male"
"Warren","male"
"Parley","NA"
"Sarah","female"
"Anna","female"
"Mary","female"
"Sarah","female"
"John","male"
"George","male"
"Lehi","male"
"Anna","female"
"Mary","female"
"Parley","NA"
"Helper","NA"
"Lehi","male"
"Mary","female"
"Mat","NA"
"Peter","male"
"Fredrick","male"
"F.","NA"
"Jens","male"
"Jens","male"
"Henry","male"
"Jane","female"
"H.","NA"
"Albert","male"
"Semour","NA"
"Helen","female"
"Zina","female"
"Semour","NA"
"A.","NA"
"ELIAS","male"
"Alma","female"
"Elias","male"
"Elias","male"
"Caleb","male"
"Thomas","male"
"Francis","male"
"Glen","male"
"Francis","male"
"Saline","NA"
"Grandma","NA"
"Uncle","NA"
"Andrew","male"
"Uncle","NA"
"GARY","male"
"Ashton","male"
"Joseph","male"
"Peter","male"
"B.","NA"
"Willis","male"
"Jense","NA"
"Azariah","female"
"Colonia","NA"
"Grandpa","NA"
"Colonia","NA"
"George","male"
"Superintendent","NA"
"Marvin","male"
"Scotty","male"
"Fanny","female"
"Bert","male"
"Paul","male"
"Jim","male"
"Clyde","male"
"Saint","male"
"Walter","male"
"Will","male"
"Ben","male"
"Ray","male"
"Clarence","male"
"Paul","male"
"V.","NA"
"Rollin","male"
"James","male"
"Postmaster","NA"
"Orman","NA"
"Glen","male"
"Rollin","male"
"W.","NA"
"James","male"
"Larry","male"
"Nephi","male"
"Joseph","male"
"Reddick","NA"
"Joseph","male"
"Andrew","male"
"John","male"
"Peter","male"
"W'hen","NA"
"Thomas","male"
"Henry","male"
"Herbert","male"
"George","male"
"Ezra","male"
"Belle","female"
"George","male"
"Fred","male"
"James","male"
"Nathaniel","male"
"Nathan","male"
"Missouri","NA"
"Sarah","female"
"Margaretta","NA"
"John","male"
"Josiah","male"
"Moses","male"
"Elizabeth","female"
"Josiah","male"
"Clyde","male"
"Daniel","male"
"Paul","male"
"Israel","male"
"Ianthus","NA"
"Albert","male"
"Lyman","male"
"Margarito","male"
"Leslie","female"
"Joseph","male"
"Lorin","female"
"Rhoda","female"
"Celia","female"
"Gisbert","NA"
"John","male"
"Ralph","male"
"J.","NA"
"D.","NA"
"Max","male"
"Helen","female"
"Paul","male"
"Lewis","male"
"James","male"
"JOSEPH","male"
"David","male"
"Helen","female"
"Sarah","female"
"Elanor","female"
"William","male"
"Charles]","NA"
"William","male"
"Charles","male"
"John","male"
"Isaac","male"
"Edmond","male"
"Richard","male"
"Paul","male"
"James","male"
"Prayer","female"
"Prayer","female"
"John","male"
"Septimus","NA"
"CHARLES","male"
"Melvin","male"
"George","male"
"C.","NA"
"John","male"
"Desert","NA"
"Thomas","male"
"Sehor","NA"
"Saint","male"
"George","male"
"Clifford","male"
"S.","NA"
"Mark","male"
"Robert","male"
"Alan","male"
"Benjamin","male"
"C.","NA"
"Fred","male"
"Edwin","male"
"Olof","NA"
"False","NA"
"Chris","male"
"Stinkbug","NA"
"Peephole","NA"
"Bert","male"
"Otto","male"
"Pete","male"
"Long","male"
"Lead","NA"
"Old","NA"
"Salt","NA"
"Allen","male"
"John","male"
"Hotel","NA"
"Anthony ","NA"
"Caroline","female"
"Daigoro","NA"
"Japanese","NA"
"Fratellanza","NA"
"Arch","NA"
"R.","NA"
"Harry","male"
"A.","NA"
"Saint","male"
"Robert","male"
"Merle","male"
"Frank","male"
"James","male"
"James","male"
"Charles","male"
"Mormon","NA"
"Frank","male"
"Deer","NA"
"Hawks","NA"
"Goat","NA"
"Swan","NA"
"Swan","NA"
"Hog","NA"
"Clover","female"
"Huckleberry","NA"
"Tab","NA"
"Marie","female"
"Harriet","female"
"Hoodoo","NA"
"Ox","NA"
"Ranger","male"
"Wayne","male"
"CHARLES","male"
"Donald","male"
"Jean","male"
"Robert","male"
"William","male"
"Martin","male"
"J.","NA"
"E.","NA"
"John","male"
"E.","NA"
"Windsor","NA"
"John","male"
"B.","NA"
"John","male"
"1900","NA"
"Stanley","male"
"Robert","male"
"Richard","male"
"C.","NA"
"James","male"
"Ira","male"
"C.","NA"
"Edward","male"
"Hugh","male"
"Arthur","male"
"Louis","male"
"Harman","male"
"J.","NA"
"John","male"
"Mayor","NA"
"James","male"
"G.","NA"
"Herbert","male"
"Charles","male"
"Maw","NA"
"LOWELL","male"
"ALAN","male"
"cottontail","NA"
"Gypsum","NA"
"John","male"
"Herman","male"
"Herman","male"
"C.","NA"
"John","male"
"Tewip","NA"
"S.","NA"
"Moody","NA"
"James","male"
"Philip","male"
"Emma","female"
"A.","NA"
"Keith","male"
"The","NA"
"Flour","NA"
"Ute","NA"
"Mathew","male"
"John","male"
"John","male"
"Charles","male"
"James","male"
"William","male"
"Thomas","male"
"John","male"
"William","male"
"Firney","NA"
"RONALD","male"
"Chief","NA"
"Francis","male"
"Henry","male"
"M.","NA"
"G.","NA"
"John","male"
"John","male"
"Edward","male"
"F.","NA"
"John","male"
"Dennis","male"
"Ho","NA"
"Mormon","NA"
"ANDBRUCE","NA"
"Michael","male"
"George","male"
"Stanley","male"
"William","male"
"Bessie","female"
"Aaron","male"
"George","male"
"Eleanor","female"
"Hector","male"
"Polly","female"
"C.","NA"
"Hyrum","male"
"Minnie","female"
"Jennie","female"
"J.","NA"
"E.","NA"
"Lester","male"
"Dennis","male"
"Stephen","male"
"Leonard","male"
"Apostle","NA"
"Mormon","NA"
"Apostle","NA"
"Charles","male"
"Nelson","male"
"William","male"
"R.","NA"
"Gwynn","female"
"Thomas","male"
"Joseph","male"
"Kapo","NA"
"J.","NA"
"Chief","NA"
"Apostles","NA"
"Avid","NA"
"Mary","female"
"William","male"
"Margaret","female"
"Jacob","male"
"Pauline","female"
"Emily","female"
"Hannah","female"
"William","male"
"J.","NA"
"Edith","female"
"Betsie","NA"
"Catharine","female"
"Anna","female"
"Dorothy","female"
"Olive","female"
"Frances","female"
"Zina","female"
"C.","NA"
"Rosie","female"
"Kate","female"
"Gratia","NA"
"J.","NA"
"Kate","female"
"Lottie","female"
"Amelia","female"
"Charles","male"
"Mary","female"
"M.","NA"
"Esther","female"
"Kate","female"
"Kate","female"
"N.","NA"
"Miss","NA"
"Louisa","female"
"J.","NA"
"A.","NA"
"Librarian","NA"
"Christopher","male"
"Johannah","female"
"E.","NA"
"Mary","female"
"A.","NA"
"Alice","female"
"F.","NA"
"Julia","female"
"Nellie","female"
"May","female"
"L.","NA"
"Elizabeth","female"
"E.","NA"
"Millie","female"
"Martha","female"
"Hannah","female"
"Annie","female"
"Maria","female"
"Mary","female"
"Hannah","female"
"S.","NA"
"Florence","female"
"Frank","male"
"J.","NA"
"Martha","female"
"Snow","female"
"Juliette","female"
"Nettie","female"
"Claire","female"
"M.","NA"
"M.","NA"
"Gladys","female"
"Isabella","female"
"Rosana","female"
"Emma","female"
"M.","NA"
"Emma","female"
"Jennette","female"
"L.","NA"
"B.","NA"
"Sarah","female"
"Nettie","female"
"A.","NA"
"Agnes","female"
"Sarah","female"
"Caroline","female"
"Jane","female"
"Mary","female"
"Nellie","female"
"Ward","male"
"Mary","female"
"Miss","NA"
"Geneve","NA"
"R.","NA"
"Annie","female"
"J.","NA"
"Emily","female"
"Annie","female"
"B.","NA"
"Miss","NA"
"Mary","female"
"John","male"
"L.","NA"
"Alice","female"
"N.","NA"
"Ella","female"
"M.","NA"
"Maria","female"
"Delia","female"
"Lulu","female"
"Louisa","female"
"Mary","female"
"Rachel","female"
"Margaret","female"
"E.","NA"
"Sadie","female"
"LAURENCE","male"
"Leatha","female"
"Art","male"
"Clark","male"
"Bradford","male"
"Dean","male"
"Joseph","male"
"Joe","male"
"Austin","male"
"James","male"
"John","male"
"Thayer","male"
"William","male"
"Betwoen","NA"
"H.","NA"
"Otto","male"
"George","male"
"Mary","female"
"J.","NA"
"Josie","female"
"Lou","male"
"JANET","female"
"Frederic","male"
"M.","NA"
"Wesley","male"
"Bonnie","female"
"James","male"
"Miss","NA"
"Mary","female"
"Al","male"
"E.","NA"
"Minnie","female"
"Mollie","female"
"Sumner","male"
"Saavedra","NA"
"Thursday-3","NA"
"Welles","NA"
"Saavedra","NA"
"David","male"
"Matilda","female"
"George","male"
"Phoebe","female"
"Emily","female"
"Josephine","female"
"George","male"
"Mary","female"
"Garns","NA"
"G","NA"
"Nancy","female"
"Alice","female"
"Jack","male"
"Bro","NA"
"Vs","NA"
"Pheobe","female"
"Electric","NA"
"Harry","male"
"John","male"
"Bro","NA"
"Bro","NA"
"J.","NA"
"Hygh","NA"
"Saviour","NA"
"Mr","NA"
"Oclock","NA"
"Frank","male"
"GARY","male"
"Thomas","male"
"Carl","male"
"Edward","male"
"Bill","male"
"Comic","NA"
"Mailed","NA"
"Old","NA"
"Alpheus","NA"
"D.C.","NA"
"Lorenzo","male"
"William","male"
"Robert","male"
"Roy","male"
"E.","NA"
"Edward","male"
"Asaph","male"
"Henry","male"
"Hugh","male"
"Edward","male"
"[A.]","NA"
"J.","NA"
"J.","NA"
"George","male"
"Simeon","male"
"John","male"
"RICHARD","male"
"Generals","NA"
"Frederick","male"
"A.","NA"
"F.","NA"
"Horace","male"
"John","male"
"Thomas","male"
"James","male"
"F.","NA"
"H.","NA"
"William","male"
"Carl","male"
"Freeman","male"
"John","male"
"Gen.","NA"
"Hugh","male"
"William","male"
"MICHAEL","male"
"William","male"
"George","male"
"J.","NA"
"William","male"
"Louis","male"
"Emily","female"
"Thomas","male"
"Tommy","male"
"Annabel","female"
"Jerger","NA"
"Rosella","female"
"Parker","male"
"James","male"
"Elizabeth","female"
"Alfred","male"
"Viola","female"
"George","male"
"Peter","male"
"Nellia","NA"
"James","male"
"Horace","male"
"Colored","NA"
"James","male"
"E.","NA"
"MICHAEL","male"
"Albert","male"
"Henry","male"
"D.","NA"
"James","male"
"Thomas","male"
"David","male"
"Fay","female"
"the","NA"
"Erna","female"
"Robert","male"
"J.","NA"
"Albion","male"
"George","male"
"Frank","male"
"George","male"
"Edward","male"
"Hazel","female"
"Evan","male"
"Lieutenant","NA"
"LINDA","female"
"Richards","NA"
"Andrew","male"
"Taylor","female"
"John","male"
"Lewis","male"
"Joseph","male"
"John","male"
"John","male"
"A.","NA"
"William","male"
"C.","NA"
"William","male"
"JOHN","male"
"John","male"
"Spencer","male"
"W.","NA"
"R.","NA"
"RIGBY","NA"
"Thomas","male"
"Nancy","female"
"Helen","female"
"Ann","female"
"Bishop","male"
"Caroline","female"
"Margaret","female"
"Mary","female"
"Lelia","female"
"Alexander","male"
"Delinda","NA"
"Grace","female"
"Nancy","female"
"Paul","male"
"Mariana","female"
"Louise","female"
"Elise","female"
"John","male"
"VIRGINIA","female"
"John","male"
"Anna","female"
"Carl","male"
"Esaias","male"
"Viking","NA"
"Ina","female"
"A.","NA"
"Ernest","male"
"Thomas","male"
"D.","NA"
"D.","NA"
"John","male"
"Anderson","male"
"Charles","male"
"alfalfa","NA"
"D.","NA"
"Brooks","male"
"John","male"
"WAYNE","male"
"Klaus","male"
"Ila","female"
"Milton","male"
"Charles","male"
"Charles","male"
"Carl","male"
"Joseph","male"
"William","male"
"Elbert","male"
"Charles","male"
"John","male"
"Donald","male"
"Richard","male"
"GENE","male"
"Frank","male"
"Aleksandr","male"
"WILLIAM","male"
"John","male"
"Elbert","male"
"John","male"
"John","male"
"Irving","male"
"Jatnes","NA"
"D.","NA"
"Harriet","female"
"Philip","male"
"Harold","male"
"Henry","male"
"Walter","male"
"Robert","male"
"Morris","male"
"William","male"
"JANICE","female"
"George","male"
"Charlie","male"
"George","male"
"Henry","male"
"John","male"
"Ed","male"
"Wriggle","NA"
"Nancy","female"
"Horace","male"
"John","male"
"Olive","female"
"Walt","male"
"Eagles","NA"
"Ida","female"
"Rachel","female"
"Oscar","male"
"Oliver","male"
"Joe","male"
"Si","NA"
"Walter","male"
"Byron","male"
"Dock","male"
"Jim","male"
"Will","male"
"Uintah","NA"
"Gentile","NA"
"Edward","male"
"Certainly","NA"
"D.","NA"
"Thomas","male"
"William","male"
"Thomas","male"
"Talcot","NA"
"Mark","male"
"Philip","male"
"Richard","male"
"Richard","male"
"Philip","male"
"Thomas","male"
"Asael","male"
"Phineas","male"
"Jonathan","male"
"Abel","male"
"Edward","male"
"Robert","male"
"Edward","male"
"N.","NA"
"Fred","male"
"Mike","male"
"Sheriff","male"
"H.","NA"
"M.","NA"
"Organizer","NA"
"Hideo","NA"
"Lorenzo","male"
"Samuel","male"
"F.","NA"
"C.","NA"
"William","male"
"Andreas","male"
"George","male"
"R.","NA"
"James","male"
"organizer","NA"
"Frank","male"
"JAMES","male"
"Page","female"
"Jay","male"
"PATRICIA","female"
"Mildred","female"
"John","male"
"Myron","male"
"Thann","NA"
"Frank","male"
"David","male"
"Dan","male"
"OBED","male"
"William","male"
"George","male"
"Joseph","male"
"Paul","male"
"R.","NA"
"Frank","male"
"William","male"
"D.","NA"
"James","male"
"Herbert","male"
"Marbeth","NA"
"A.","NA"
"N.","NA"
"F.","NA"
"L.","NA"
"John","male"
"the","NA"
"James","male"
"C.","NA"
"Buckskin","NA"
"Dean","male"
"Lorin","female"
"Lynn","female"
"A.","NA"
"Merle","male"
"East","NA"
"Tony","male"
"Tom","male"
"Mathew","male"
"James","male"
"RONALD","male"
"Elizabeth","female"
"Leaving","NA"
"Andrew","male"
"rang","NA"
"DONALD","male"
"Hubert","male"
"a","NA"
"Morris","male"
"Ledger","NA"
"Mary","female"
"David","male"
"Lucy","female"
"Willard","male"
"Ellen","female"
"Sister","NA"
"Miriam","female"
"Charlie","male"
"Margaret","female"
"Clara","female"
"Clara","female"
"Eudora","NA"
"Aunt","NA"
"Aunt","NA"
"Mary","female"
"Chariton","NA"
"Aunt","NA"
"Rhoda","female"
"Sarah","female"
"J.","NA"
"James","male"
"Abram","male"
"Apostle","NA"
"John","male"
"John","male"
"John","male"
"Joseph","male"
"Lewis","male"
"John","male"
"James","male"
"JAMES","male"
"Henry","male"
"Nelson","male"
"F.","NA"
"Joseph","male"
"Jonathan","male"
"Oscar","male"
"Said","male"
"Presidents","NA"
"Phoebe","female"
"Marinda","female"
"Elizabeth","female"
"Charles","male"
"Jim","male"
"Walter","male"
"Joe","male"
"Afton","female"
"George","male"
"Aaron","male"
"C.","NA"
"W.","NA"
"W.","NA"
"F.","NA"
"N.","NA"
"H.","NA"
"H.","NA"
"C.","NA"
"G.","NA"
"Irvine","male"
"Edwin","male"
"Albert","male"
"Harry","male"
"John","male"
"Edward","male"
"Harry","male"
"Cordell","male"
"Andrieus","NA"
"Ralph","male"
"Holm","NA"
"Edward","male"
"Harry","male"
"J.","NA"
"Owen","male"
"Albert","male"
"Thomas","male"
"Harold","male"
"Harold","male"
"Joseph","male"
"J.","NA"
"Peter","male"
"Alva","female"
"C.","NA"
"Selden","NA"
"Robert","male"
"George","male"
"Philip","male"
"Henry","male"
"Frank","male"
"Sidney","female"
"D.","NA"
"David","male"
"Lawrence","male"
"JEFFREY","male"
"Presidents","NA"
"Frank","male"
"Jeanette","female"
"J.","NA"
"J.","NA"
"C.","NA"
"Frank","male"
"Joseph","male"
"Ogden","NA"
"William","male"
"Harry","male"
"William","male"
"Charles","male"
"James","male"
"Creed","male"
"Samuel","male"
"D.","NA"
"G.","NA"
"Harry","male"
"Kenneth","male"
"Furnifold","NA"
"David","male"
"Edward","male"
"John","male"
"RELL","NA"
"Tobias","male"
"Levi","male"
"Joab","male"
"T.","NA"
"Birdie","female"
"Paul","male"
"Antoine","male"
"Vittoria","female"
"Sidney","female"
"Sidney","female"
"Martin","male"
"William","male"
"Glad","NA"
"Newspaperman","NA"
"William","male"
"Thomas","male"
"Charles","male"
"C.E.","NA"
"Augustus","male"
"Saint-","NA"
"Vittoria","female"
"Henri","male"
"Emmanuel","male"
"Paul","male"
"Rosa","female"
"Jean","male"
"Isaac","male"
"Thomas","male"
"Winthrop","NA"
"Francis","male"
"P.","NA"
"Holmes","NA"
"Frederick","male"
"Stillman","NA"
"James","male"
"Fray","NA"
"ELEANOR","female"
"Jose","male"
"Maria","female"
"Fray","NA"
"valle","NA"
"Fray","NA"
"Francisco","male"
"Fray","NA"
"Fray","NA"
"Fray","NA"
"Fray","NA"
"La","female"
"Fray","NA"
"Visitor","NA"
"Benedict","male"
"Custos","NA"
"Velez","NA"
"Juan","male"
"Concilio","NA"
"Diego","male"
"Jose","male"
"Fray","NA"
"Fray","NA"
"Joseph","male"
"Mary","female"
"Ben","male"
"Julia","female"
"Constantine","male"
"Elijah","male"
"Jerry","male"
"Joseph","male"
"Michael","male"
"Charles","male"
"Henry","male"
"Henry","male"
"Alton","male"
"Joseph","male"
"Thomas","male"
"William","male"
"Richard","male"
"William","male"
"Frederick","male"
"J.","NA"
"Glendale","NA"
",","NA"
"Etienne","male"
"Peter","male"
"Belinda","female"
"Gentile","NA"
"Presidents","NA"
"G.","NA"
"Mary","female"
"Elizabeth","female"
"Abraham","male"
"Apostle","NA"
"Andrew","male"
"James","male"
"Delos","NA"
"George","male"
"James","male"
"Joseph","male"
"Mary","female"
"John","male"
"Louis","male"
"Peter","male"
"John","male"
"John","male"
"Mark","male"
"Alexander","male"
"Bella","female"
"JAMES","male"
"RAY","male"
"Vrain","NA"
"George","male"
"Carl","male"
"Clyde","male"
"Ray","male"
"Paul","male"
"Dale","male"
"Cretan","NA"
"FRANCIS","male"
"James","male"
"Bishop","male"
"James","male"
"Dennis","male"
"St","NA"
"Surrounding","NA"
"Joseph","male"
"D.","NA"
"STANLEY","male"
"John","male"
"Albert","male"
"Johann","male"
"Alexander","male"
"Henry","male"
